time,bikes_available,docks_available
0:00:00,9.539466526,9.418548741
0:30:00,9.520816207,9.43719906
1:00:00,9.497143383,9.460871885
1:30:00,9.487019106,9.470996162
2:00:00,9.481180354,9.476834913
2:30:00,9.482824427,9.47519084
3:00:00,9.488159003,9.469856264
3:30:00,9.490237984,9.467777283
4:00:00,9.483620493,9.474394774
4:30:00,9.477259566,9.480755701
5:00:00,9.478502498,9.479512769
5:30:00,9.344937966,9.611550584
6:00:00,8.871310267,10.08288821
6:30:00,8.341011166,10.61095008
7:00:00,7.910442696,11.02072779
7:30:00,7.577554022,11.34606714
8:00:00,7.493893353,11.42326808
8:30:00,7.560439327,11.35164719
9:00:00,7.29594806,11.6040982
9:30:00,7.42520789,11.42862645
10:00:00,7.359525896,11.48334942
10:30:00,7.146430207,11.68932043
11:00:00,6.998005463,11.81532504
11:30:00,6.741787349,12.08543911
12:00:00,6.596966352,12.24400057
12:30:00,6.432547372,12.45178952
13:00:00,6.356873494,12.56157434
13:30:00,6.346970268,12.58172588
14:00:00,6.277149219,12.65185841
14:30:00,6.275377746,12.64725443
15:00:00,6.534313275,12.39050905
15:30:00,6.735013942,12.1855402
16:00:00,6.776248249,12.14347185
16:30:00,7.001901443,11.91177321
17:00:00,7.307593032,11.5941427
17:30:00,7.627654518,11.26473493
18:00:00,8.038603644,10.84849559
18:30:00,8.529083559,10.35470779
19:00:00,9.053667945,9.823388674
19:30:00,9.519022839,9.368381741
20:00:00,9.774870702,9.121457279
20:30:00,9.748008611,9.173219207
21:00:00,9.789821216,9.17206739
21:30:00,9.79051669,9.187165325
22:00:00,9.852258438,9.127104553
22:30:00,9.77563672,9.196246231
23:00:00,9.74076494,9.228700709
23:30:00,9.742516849,9.225549309
