time,bikes_available,docks_available
0:00:00,3.846310433,11.15368957
0:30:00,3.84605598,11.15394402
1:00:00,3.851145038,11.14885496
1:30:00,3.850381679,11.14961832
2:00:00,3.846670176,11.15332982
2:30:00,3.846692112,11.15330789
3:00:00,3.84605598,11.15394402
3:30:00,3.847328244,11.15267176
4:00:00,3.849590048,11.15040995
4:30:00,3.851145038,11.14885496
5:00:00,3.853771356,11.14622864
5:30:00,3.862095602,11.1379044
6:00:00,3.854810018,11.14518998
6:30:00,3.710060891,11.28993911
7:00:00,3.464104896,11.53395249
7:30:00,3.454081624,11.53818482
8:00:00,4.856005416,10.1239144
8:30:00,7.175436467,7.794029182
9:00:00,8.655379874,6.304458373
9:30:00,9.235828136,5.718942856
10:00:00,9.343858902,5.617973159
10:30:00,9.410106567,5.55401557
11:00:00,9.324888289,5.630907785
11:30:00,8.994695709,5.937874265
12:00:00,8.790896053,6.115253687
12:30:00,8.985592529,5.938462046
13:00:00,9.249979175,5.674730021
13:30:00,9.298152952,5.62334832
14:00:00,9.377844454,5.532385858
14:30:00,9.393741911,5.514655036
15:00:00,9.238858851,5.66614539
15:30:00,9.060035116,5.842424595
16:00:00,8.497197583,6.404618684
16:30:00,7.755864036,7.139237746
17:00:00,6.356203389,8.540054537
17:30:00,5.060055336,9.836382323
18:00:00,3.884386844,11.01582264
18:30:00,3.635773969,11.26133897
19:00:00,3.651342356,11.25126359
19:30:00,3.63673736,11.27561339
20:00:00,3.815040417,11.1168466
20:30:00,3.943717763,11.02636208
21:00:00,3.972337046,11.00896066
21:30:00,3.940837188,11.0535473
22:00:00,3.902584013,11.09359919
22:30:00,3.882211623,11.11397158
23:00:00,3.867005937,11.12917727
23:30:00,3.843596268,11.15258694
