time,bikes_available,docks_available
0:00:00,9.099606543,9.881162688
0:30:00,9.053454416,9.927314815
1:00:00,9.02338302,9.957386211
1:30:00,9.041025641,9.93974359
2:00:00,9.005229008,9.975353516
2:30:00,8.99435012,9.986232404
3:00:00,8.975685234,10.005084
3:30:00,8.968269231,10.0125
4:00:00,8.962820513,10.01794872
4:30:00,8.958205128,10.0225641
5:00:00,8.965178571,10.01559066
5:30:00,8.970192308,10.01057692
6:00:00,8.969551282,10.01121795
6:30:00,9.003957637,9.976811594
7:00:00,8.98525641,9.995512821
7:30:00,9.01227386,9.96849537
8:00:00,9.024439103,9.956330128
8:30:00,8.910512926,10.0702563
9:00:00,8.81316265,10.16760658
9:30:00,8.574650078,10.40611915
10:00:00,8.617345886,10.34661423
10:30:00,8.716920027,10.24269536
11:00:00,8.675895402,10.28564306
11:30:00,8.835384469,10.12118052
12:00:00,9.038958171,9.909403653
12:30:00,9.028335785,9.918337513
13:00:00,9.184453964,9.778508999
13:30:00,9.07295206,9.898201786
14:00:00,9.050158222,9.920995624
14:30:00,9.018774695,9.952379151
15:00:00,8.995050158,9.966488303
15:30:00,8.999682978,9.961855483
16:00:00,9.040464407,9.921074054
16:30:00,8.981633854,9.979904608
17:00:00,9.108611632,9.85292683
17:30:00,9.132485036,9.829053426
18:00:00,9.181163487,9.780374974
18:30:00,9.347695756,9.618274624
19:00:00,9.400398519,9.561139943
19:30:00,9.443369753,9.508553324
20:00:00,9.453538202,9.498384875
20:30:00,9.517801356,9.448091659
21:00:00,9.673365069,9.310288777
21:30:00,9.716805716,9.273578899
22:00:00,9.697679045,9.29270557
22:30:00,9.683424908,9.306959707
23:00:00,9.686858974,9.303525641
23:30:00,9.665384615,9.325
