time,bikes_available,docks_available
0:00:00,8.266987179,10.67532051
0:30:00,8.274038462,10.66826923
1:00:00,8.260842175,10.68146552
1:30:00,8.239102564,10.70320513
2:00:00,8.236089722,10.70565785
2:30:00,8.232408225,10.70933935
3:00:00,8.179487179,10.76282051
3:30:00,8.180769231,10.76153846
4:00:00,8.171474359,10.77083333
4:30:00,8.167179487,10.77512821
5:00:00,8.170833333,10.77147436
5:30:00,8.167307692,10.775
6:00:00,8.172364672,10.76994302
6:30:00,8.173143061,10.76916463
7:00:00,8.248079663,10.69422803
7:30:00,8.365033186,10.57727451
8:00:00,8.388075866,10.55423183
8:30:00,8.460020204,10.48228749
9:00:00,8.475848205,10.46645949
9:30:00,8.548195886,10.39411181
10:00:00,8.709179931,10.23965249
10:30:00,8.799676309,10.15224677
11:00:00,8.992911903,9.959011174
11:30:00,9.039829604,9.912093472
12:00:00,9.058510124,9.891810389
12:30:00,9.104466053,9.83784164
13:00:00,9.069945546,9.862746762
13:30:00,9.211324193,9.714957859
14:00:00,9.230945634,9.697625795
14:30:00,9.151378032,9.774904019
15:00:00,9.05688919,9.866187733
15:30:00,8.914863216,10.00821371
16:00:00,8.821127795,10.10194913
16:30:00,8.816755709,10.10632121
17:00:00,8.841668942,10.08140798
17:30:00,8.641042152,10.27241939
18:00:00,8.663268611,10.25019293
18:30:00,8.66616996,10.2489494
19:00:00,8.61756013,10.30711936
19:30:00,8.610168607,10.31290832
20:00:00,8.586372679,10.33734527
20:30:00,8.448634531,10.49046803
21:00:00,8.372529605,10.56977809
21:30:00,8.41264245,10.52966524
22:00:00,8.456454465,10.48585323
22:30:00,8.425961538,10.51634615
23:00:00,8.370833333,10.57147436
23:30:00,8.354520336,10.58778736
