time,bikes_available,docks_available
0:00:00,9.190022104,9.800362511
0:30:00,9.159371009,9.831013606
1:00:00,9.168086081,9.822298535
1:30:00,9.150251832,9.840132784
2:00:00,9.188885169,9.801406093
2:30:00,9.170991468,9.819299794
3:00:00,9.19545756,9.794927056
3:30:00,9.206374644,9.784009972
4:00:00,9.207801566,9.782583049
4:30:00,9.196554275,9.793830341
5:00:00,9.247799391,9.742585224
5:30:00,9.240064103,9.750320513
6:00:00,9.222827635,9.76755698
6:30:00,9.169254242,9.821130373
7:00:00,9.059908739,9.930475876
7:30:00,9.111574475,9.87881014
8:00:00,9.043853022,9.951339286
8:30:00,9.071872116,9.9185125
9:00:00,8.921326381,10.06905823
9:30:00,8.6560326,10.33435202
10:00:00,8.493893678,10.49649094
10:30:00,8.313647478,10.67673714
11:00:00,8.267438407,10.72294621
11:30:00,8.175171667,10.81521295
12:00:00,8.133972417,10.8564122
12:30:00,8.05190494,10.93847968
13:00:00,7.954475166,11.03590945
13:30:00,7.762380147,11.22800447
14:00:00,7.846624946,11.14375967
14:30:00,7.975868918,11.0145157
15:00:00,7.972018655,11.01836596
15:30:00,8.016281857,10.97410276
16:00:00,8.03968311,10.95070151
16:30:00,8.241217563,10.74916705
17:00:00,8.383078081,10.60730653
17:30:00,8.553208828,10.43717579
18:00:00,8.738101983,10.25228263
18:30:00,8.858362104,10.13202251
19:00:00,8.961805292,10.02986137
19:30:00,9.038207382,9.961792618
20:00:00,9.06897157,9.93102843
20:30:00,9.124511741,9.875488259
21:00:00,9.092179014,9.907820986
21:30:00,9.079244821,9.920755179
22:00:00,9.069535493,9.930464507
22:30:00,9.110622711,9.889377289
23:00:00,9.153800366,9.846199634
23:30:00,9.216025641,9.779166667
