time,bikes_available,docks_available
0:00:00,8.041303173,10.93768543
0:30:00,8.060508242,10.9106456
1:00:00,8.031968871,10.93918497
1:30:00,7.999038462,10.97211538
2:00:00,7.924182569,11.04669122
2:30:00,7.912621359,11.05825243
3:00:00,7.949389992,11.02176385
3:30:00,7.951923077,11.01923077
4:00:00,7.942233728,11.02892012
4:30:00,7.917735043,11.0534188
5:00:00,7.920488166,11.05066568
5:30:00,7.912798408,11.05835544
6:00:00,7.895512821,11.07564103
6:30:00,7.876259158,11.09489469
7:00:00,7.827859961,11.14329389
7:30:00,7.775549451,11.1956044
8:00:00,7.752999723,11.21815412
8:30:00,7.640831682,11.33032216
9:00:00,7.595359341,11.37579451
9:30:00,7.6498397,11.32131415
10:00:00,7.676194079,11.29495977
10:30:00,7.731402801,11.23975105
11:00:00,7.776709682,11.19444416
11:30:00,7.808939102,11.16221474
12:00:00,7.90760468,11.06354917
12:30:00,7.985835555,10.98781117
13:00:00,8.038290538,10.93962969
13:30:00,8.02949087,10.93513825
14:00:00,7.967215483,10.99432298
14:30:00,7.954586115,11.00695235
15:00:00,7.830559449,11.12599326
15:30:00,7.856882961,11.09504012
16:00:00,7.893685499,11.05823758
16:30:00,7.983728006,10.96819507
17:00:00,8.15322591,10.79869717
17:30:00,8.208469373,10.7434537
18:00:00,8.280896653,10.67102642
18:30:00,8.416874553,10.53504852
19:00:00,8.467704927,10.48421815
19:30:00,8.442410758,10.50984388
20:00:00,8.515923449,10.4526663
20:30:00,8.57006205,10.40473901
21:00:00,8.651345996,10.32942323
21:30:00,8.655436087,10.33063818
22:00:00,8.604354553,10.38603006
22:30:00,8.545313882,10.44507073
23:00:00,8.539636752,10.45074786
23:30:00,8.545159941,10.44522467
