time,bikes_available,docks_available
0:00:00,7.810474979,11.16077184
0:30:00,7.797455471,11.17201018
1:00:00,7.784478372,11.18498728
1:30:00,7.77697201,11.19249364
2:00:00,7.784640695,11.18482495
2:30:00,7.788931298,11.18053435
3:00:00,7.785114504,11.18435115
3:30:00,7.78562341,11.18384224
4:00:00,7.789440204,11.18002545
4:30:00,7.79535917,11.17410648
5:00:00,7.795911696,11.17355395
5:30:00,7.769969525,11.19949612
6:00:00,7.836383801,11.13308185
6:30:00,7.977597765,10.99186788
7:00:00,8.660830365,10.30723579
7:30:00,9.622528461,9.339812506
8:00:00,10.73140315,8.222617207
8:30:00,11.14373181,7.795102301
9:00:00,9.46595391,9.454275098
9:30:00,9.190514746,9.713810954
10:00:00,9.075408949,9.836804792
10:30:00,9.194256906,9.720217551
11:00:00,9.36333601,9.552303758
11:30:00,9.244841956,9.666426674
12:00:00,8.835945817,10.06354528
12:30:00,8.848319639,10.05111308
13:00:00,9.226593897,9.706742946
13:30:00,9.42299416,9.515753366
14:00:00,9.470086513,9.458948383
14:30:00,9.48906333,9.433257846
15:00:00,9.406793612,9.503851002
15:30:00,9.048958072,9.861856177
16:00:00,7.371960528,11.53935824
16:30:00,6.052241688,12.85146455
17:00:00,4.561616816,14.34169107
17:30:00,4.939940463,13.9657584
18:00:00,5.300834825,13.60184602
18:30:00,5.942706629,12.96433324
19:00:00,6.418216808,12.47580355
19:30:00,6.747156899,12.15289136
20:00:00,7.028053545,11.89051243
20:30:00,7.362371147,11.59105607
21:00:00,7.664355297,11.30060965
21:30:00,7.71443983,11.25884261
22:00:00,7.512941062,11.4599597
22:30:00,7.438350568,11.53479556
23:00:00,7.392748092,11.58053435
23:30:00,7.383048171,11.59023427
