time,bikes_available,docks_available
0:00:00,5.727307456,9.223710356
0:30:00,5.736435702,9.215091016
1:00:00,5.740385001,9.206816017
1:30:00,5.732824427,9.211704835
2:00:00,5.745363369,9.198784214
2:30:00,5.753394168,9.19126232
3:00:00,5.736220545,9.209072075
3:30:00,5.736639341,9.208017147
4:00:00,5.737209793,9.207828375
4:30:00,5.731205883,9.213068926
5:00:00,5.954182912,8.991236935
5:30:00,6.069758874,8.875024841
6:00:00,6.180260515,8.761524848
6:30:00,5.633241617,9.309936412
7:00:00,4.177675927,10.76354545
7:30:00,3.879949617,11.07005038
8:00:00,4.855455576,10.08931905
8:30:00,7.232828575,7.705682322
9:00:00,8.274913559,6.645242887
9:30:00,8.218433512,6.704773974
10:00:00,8.624303956,6.314797764
10:30:00,9.026240861,5.907138976
11:00:00,9.149862397,5.773063105
11:30:00,9.273332627,5.639916091
12:00:00,9.251572156,5.668924466
12:30:00,9.198786681,5.730099576
13:00:00,9.506984598,5.399438145
13:30:00,9.833179068,5.084406456
14:00:00,9.866581719,5.055366065
14:30:00,9.665107326,5.242354537
15:00:00,9.46543907,5.42861607
15:30:00,8.953242127,5.934162453
16:00:00,8.305204657,6.589629949
16:30:00,6.84034658,8.038582573
17:00:00,4.960314273,9.904722838
17:30:00,4.703704345,10.15951405
18:00:00,4.707267077,10.15944511
18:30:00,5.019012788,9.851597899
19:00:00,5.702500357,9.17980639
19:30:00,6.063721551,8.820927919
20:00:00,6.170843346,8.735797876
20:30:00,6.104707545,8.83495939
21:00:00,6.147302857,8.801043199
21:30:00,6.136374033,8.815916043
22:00:00,6.092285114,8.858605471
22:30:00,6.042082401,8.910843808
23:00:00,6.038451521,8.913202423
23:30:00,6.045991043,8.905026768
