time,bikes_available,docks_available
0:00:00,6.277953297,8.712431319
0:30:00,6.276282051,8.714102564
1:00:00,6.268943413,8.721441202
1:30:00,6.270004421,8.720380195
2:00:00,6.281553398,8.708737864
2:30:00,6.278317152,8.71197411
3:00:00,6.295833333,8.694551282
3:30:00,6.330769231,8.659615385
4:00:00,6.346611722,8.643772894
4:30:00,6.346153846,8.644230769
5:00:00,6.346153846,8.644230769
5:30:00,6.352508842,8.637875774
6:00:00,6.353250916,8.6371337
6:30:00,6.364468864,8.625915751
7:00:00,6.3625,8.627884615
7:30:00,6.334384954,8.655999662
8:00:00,6.337693009,8.652691606
8:30:00,6.394472405,8.595912211
9:00:00,6.50896757,8.481417046
9:30:00,6.605236217,8.380684113
10:00:00,6.75778476,8.239366237
10:30:00,6.887418838,8.112581162
11:00:00,6.799598256,8.200401744
11:30:00,6.898480117,8.101519883
12:00:00,6.99330236,8.003813024
12:30:00,7.165758547,7.834241453
13:00:00,7.322378708,7.670313599
13:30:00,7.454854883,7.535529732
14:00:00,7.65703436,7.333350256
14:30:00,7.831301172,7.152155436
15:00:00,7.957071032,7.014082815
15:30:00,8.041963857,6.92918999
16:00:00,7.741996337,7.229157509
16:30:00,7.621797439,7.349356407
17:00:00,7.594401525,7.376752322
17:30:00,7.673187978,7.297965868
18:00:00,7.755432504,7.215721342
18:30:00,7.684675746,7.288080664
19:00:00,7.691870763,7.288898467
19:30:00,7.647542472,7.324572913
20:00:00,7.206279823,7.764874023
20:30:00,6.681962865,8.292146822
21:00:00,6.404701907,8.585682708
21:30:00,6.30890559,8.687533156
22:00:00,6.336405836,8.663594164
22:30:00,6.277564103,8.722435897
23:00:00,6.287980769,8.712019231
23:30:00,6.304487179,8.695512821
