time,bikes_available,docks_available
0:00:00,15.93721878,10.97624275
0:30:00,15.97082623,10.94263531
1:00:00,16.01794872,10.89551282
1:30:00,16.05692971,10.85653183
2:00:00,16.13527508,10.77734628
2:30:00,16.16708987,10.74553149
3:00:00,16.10471927,10.80874226
3:30:00,16.14661681,10.76684473
4:00:00,16.13244048,10.78102106
4:30:00,16.12423077,10.78923077
5:00:00,16.13523431,10.77822723
5:30:00,16.1349359,10.77852564
6:00:00,16.16260684,10.7508547
6:30:00,16.16078297,10.75267857
7:00:00,16.07377812,10.83968342
7:30:00,15.93941676,10.97404478
8:00:00,15.86225382,11.05120772
8:30:00,15.74150485,11.17195669
9:00:00,15.68134052,11.22490948
9:30:00,15.59848572,11.30536043
10:00:00,15.28195951,11.62635092
10:30:00,15.08148034,11.83005812
11:00:00,14.88692587,12.01022267
11:30:00,14.67800303,12.23129185
12:00:00,14.40082631,12.51263523
12:30:00,14.46579682,12.44574164
13:00:00,14.64018268,12.26389557
13:30:00,14.80675875,12.09356176
14:00:00,14.86164957,12.03226069
14:30:00,14.81280578,12.06757884
15:00:00,14.84838146,12.02661854
15:30:00,14.67155351,12.1952556
16:00:00,14.6816356,12.18791568
16:30:00,14.4417405,12.43284144
17:00:00,14.45224088,12.41314374
17:30:00,14.43856278,12.42682184
18:00:00,14.5671674,12.29981978
18:30:00,14.55226524,12.31472194
19:00:00,14.633444,12.23194061
19:30:00,14.64084407,12.22851933
20:00:00,14.57273657,12.29553266
20:30:00,14.52478001,12.34238524
21:00:00,14.79031216,12.11119093
21:30:00,15.05460086,11.85886068
22:00:00,15.29803885,11.60746513
22:30:00,15.40571792,11.49812824
23:00:00,15.43552166,11.46832449
23:30:00,15.35128205,11.5525641
