time,bikes_available,docks_available
0:00:00,15.77558367,7.098462127
0:30:00,15.74329999,7.13074581
1:00:00,15.72973151,7.144314293
1:30:00,15.72092656,7.153119242
2:00:00,15.7153944,7.158651399
2:30:00,15.71121786,7.162827937
3:00:00,15.71246819,7.161577608
3:30:00,15.71117399,7.162871808
4:00:00,15.71396724,7.160078563
4:30:00,15.71262393,7.161421871
5:00:00,15.76882647,7.10521933
5:30:00,15.85848409,7.015561707
6:00:00,15.99024578,6.883800021
6:30:00,15.58173088,7.289950573
7:00:00,14.57329464,8.308349513
7:30:00,13.5667101,9.312679213
8:00:00,13.2844036,9.573202725
8:30:00,11.74891332,11.11406377
9:00:00,8.595746741,14.23024987
9:30:00,7.15086868,15.63670173
10:00:00,7.264785841,15.5286833
10:30:00,6.684383728,16.1095094
11:00:00,6.047479086,16.7563144
11:30:00,5.861382355,16.94373397
12:00:00,5.820061598,17.00065438
12:30:00,5.726633574,17.14046968
13:00:00,5.626061207,17.25443073
13:30:00,5.673158815,17.20401233
14:00:00,5.746060426,17.12469504
14:30:00,5.780898902,17.08400476
15:00:00,5.691808625,17.15954602
15:30:00,5.531375966,17.32409477
16:00:00,5.390770637,17.45166158
16:30:00,6.292973062,16.54027848
17:00:00,6.574482621,16.24205682
17:30:00,10.10478979,12.68409463
18:00:00,12.34673419,10.41917068
18:30:00,13.39727272,9.341785804
19:00:00,13.94117288,8.793748686
19:30:00,14.33049471,8.412394742
20:00:00,14.61243582,8.150473713
20:30:00,14.65593868,8.171149336
21:00:00,14.83489781,8.04368271
21:30:00,14.96290071,7.930229057
22:00:00,14.92571283,7.967416939
22:30:00,14.84909602,8.044033754
23:00:00,15.09954188,7.789673229
23:30:00,15.37313533,7.505408831
