time,bikes_available,docks_available
0:00:00,7.318539316,11.65092633
0:30:00,7.335368957,11.63409669
1:00:00,7.32477281,11.64469284
1:30:00,7.309541985,11.65992366
2:00:00,7.311450382,11.65801527
2:30:00,7.30394402,11.66552163
3:00:00,7.303180662,11.66628499
3:30:00,7.298600509,11.67086514
4:00:00,7.292519084,11.67694656
4:30:00,7.289958896,11.67950675
5:00:00,7.289478225,11.67998742
5:30:00,7.288624537,11.68084111
6:00:00,7.184785269,11.7870582
6:30:00,7.310018116,11.65970199
7:00:00,8.005139443,10.95618371
7:30:00,8.293016644,10.66499862
8:00:00,8.635443227,10.32243068
8:30:00,8.921430442,10.03314971
9:00:00,9.199163973,9.758006335
9:30:00,9.502688478,9.447021659
10:00:00,9.652041196,9.275184293
10:30:00,9.726804076,9.194801582
11:00:00,9.663420938,9.254645219
11:30:00,9.680633408,9.235906032
12:00:00,9.723023058,9.198140406
12:30:00,9.684017782,9.249106066
13:00:00,9.773575035,9.181768476
13:30:00,9.785068292,9.175109825
14:00:00,9.756737014,9.200387668
14:30:00,9.620618659,9.332689229
15:00:00,9.471684796,9.478306117
15:30:00,9.100498696,9.845048378
16:00:00,8.2651684,10.67707079
16:30:00,7.903919054,11.02788756
17:00:00,7.303841275,11.62338519
17:30:00,6.926948818,11.98922712
18:00:00,6.264624894,12.63219444
18:30:00,5.863252435,13.03060466
19:00:00,5.832054827,13.06260166
19:30:00,6.235808261,12.66381006
20:00:00,6.471565572,12.43281716
20:30:00,6.590923921,12.35697246
21:00:00,6.580620354,12.39179108
21:30:00,6.694235697,12.28668033
22:00:00,6.846389472,12.13109144
22:30:00,7.031636756,11.94546248
23:00:00,7.167697553,11.80940168
23:30:00,7.200113221,11.77698602
