time,bikes_available,docks_available
0:00:00,13.89290727,9.020554266
0:30:00,13.85835544,9.055106101
1:00:00,13.82532051,9.088141026
1:30:00,13.77600575,9.137455791
2:00:00,13.79017967,9.122441692
2:30:00,13.79288026,9.1197411
3:00:00,13.79559019,9.117871353
3:30:00,13.81858974,9.094871795
4:00:00,13.82339744,9.090064103
4:30:00,13.83173077,9.081730769
5:00:00,13.83012821,9.083333333
5:30:00,13.84180403,9.071657509
6:00:00,13.86121795,9.05224359
6:30:00,13.85185897,9.061602564
7:00:00,13.80383246,9.109629082
7:30:00,13.75555614,9.157905395
8:00:00,13.75455214,9.151605403
8:30:00,13.72770837,9.18575317
9:00:00,13.76042444,9.149831975
9:30:00,13.7153667,9.19809484
10:00:00,13.74525669,9.168204843
10:30:00,13.87526905,9.032850607
11:00:00,13.91974099,8.993720548
11:30:00,14.07499592,8.846423176
12:00:00,14.13654582,8.786531102
12:30:00,14.11544236,8.811480715
13:00:00,13.97120562,8.96751538
13:30:00,13.92536172,9.026561355
14:00:00,13.88446508,9.067457993
14:30:00,13.48375181,9.460158443
15:00:00,13.19365206,9.748655636
15:30:00,13.03361083,9.90869686
16:00:00,13.11413962,9.825319066
16:30:00,13.37822346,9.554468847
17:00:00,13.45695718,9.475735127
17:30:00,13.53265166,9.40004065
18:00:00,13.73786086,9.194831449
18:30:00,13.78556594,9.147126369
19:00:00,13.70703859,9.225653717
19:30:00,13.69075311,9.241939199
20:00:00,13.81001666,9.122034619
20:30:00,13.89627884,9.036413467
21:00:00,13.98797366,8.947603259
21:30:00,14.27892549,8.663713768
22:00:00,14.30813317,8.643789911
22:30:00,14.28650978,8.665413298
23:00:00,14.63666205,8.297148528
23:30:00,14.96955128,7.934294872
